TANGGAL;ISSUE;TEKNISI;ACTION_PLAN;SPARE_PART;DURATION_MINUTES
12/11/2024;IMPRESSION FEED ROLL F4 ABNORMAL;"AGUS
BENJHONSON";PERBAIKAN WIRING FEEDER;TIDAK;38
24/05/2025;FEEDER ELEKTRIK;RIZKI;ADJUSTMENT PRINTING PRESSURE;YA;8
17/02/2025;GEAR BOX FEEDER PROBLEM;"PEPEN
FIKRI
BUDI";GANTI OIL GEAR BOX;TIDAK;39
06/09/2024;IMPRESSION FEED ROLL F4 ABNORMAL;"PEPEN
FIKRI";ADJUSTMENT PRINTING PRESSURE;YA;68
03/09/2024;IMPRESSION FEED ROLL F4 ABNORMAL;"BENJHONSON
FIKRI
MAULANA";PERBAIKAN WIRING FEEDER;TIDAK;8
17/02/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;SAMSUL;ADJUSTMENT PRINTING PRESSURE;TIDAK;10
20/11/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;AGUS;PERBAIKAN WIRING FEEDER;YA;45
24/02/2025;GEAR BOX FEEDER PROBLEM;BENJHONSON;GANTI BEARING IMPRESSION ROLL;TIDAK;25
07/04/2025;FEEDER ELEKTRIK;"ACA
ALIF
SAMSUL";ADJUSTMENT PRINTING PRESSURE;TIDAK;31
15/06/2025;FEEDER ELEKTRIK;"AGUS
BENJHONSON
MAULANA";PERBAIKAN WIRING FEEDER;YA;26
23/10/2024;GEAR BOX FEEDER PROBLEM;ACA;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;27
16/06/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;FIKRI;PERBAIKAN WIRING FEEDER;TIDAK;7
28/07/2025;PHOTOCELL SENSOR ERROR;"ALIF
SAMSUL";PERBAIKAN WIRING FEEDER;TIDAK;46
20/01/2025;PHOTOCELL SENSOR ERROR;"SAMSUL
AGUS
RIZKI";CLEANING & ADJUSTMENT PREFEEDER;YA;51
02/09/2024;PHOTOCELL SENSOR ERROR;BENJHONSON;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;17
15/11/2024;PREFEEDER FLEXO 4 ABNORMAL;RIZKI;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;19
10/10/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;BUDI;ADJUSTMENT PRINTING PRESSURE;TIDAK;6
07/08/2025;PRINTING BOTAK;ACA;PERBAIKAN WIRING FEEDER;YA;30
02/01/2025;FEEDER ELEKTRIK;"JOKO
FIKRI";GANTI OIL GEAR BOX;TIDAK;32
01/03/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"ALIF
BUDI";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;19
19/12/2024;PREFEEDER FLEXO 4 ABNORMAL;"ACA
DEDI
PEPEN";ADJUSTMENT PRINTING PRESSURE;TIDAK;49
15/04/2025;PRINTING BOTAK;"FIKRI
ACA
AGUS";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;15
11/04/2025;GEAR BOX FEEDER PROBLEM;PEPEN;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;31
27/04/2025;PHOTOCELL SENSOR ERROR;"ALIF
DEDI
JOKO";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;9
14/06/2025;PREFEEDER FLEXO 4 ABNORMAL;"ALIF
PEPEN";GANTI OIL GEAR BOX;YA;20
10/12/2024;PRINTING BOTAK;BUDI;CLEANING & ADJUSTMENT PREFEEDER;YA;17
28/06/2025;IMPRESSION FEED ROLL F4 ABNORMAL;MAULANA;GANTI BEARING IMPRESSION ROLL;TIDAK;24
16/05/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ACA
INDARYONO";GANTI OIL GEAR BOX;TIDAK;15
26/07/2025;PRINTING BOTAK;"INDARYONO
DEDI";GANTI OIL GEAR BOX;TIDAK;18
19/01/2025;GEAR BOX FEEDER PROBLEM;SAMSUL;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;39
09/07/2025;GEAR BOX FEEDER PROBLEM;"RIZKI
PEPEN";ADJUSTMENT PRINTING PRESSURE;TIDAK;14
24/10/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;INDARYONO;PERBAIKAN WIRING FEEDER;YA;6
28/08/2025;GEAR BOX FEEDER PROBLEM;PEPEN;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;81
01/11/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"AGUS
DEDI";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;60
20/10/2024;PHOTOCELL SENSOR ERROR;"ACA
BENJHONSON";GANTI OIL GEAR BOX;TIDAK;7
13/09/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;AGUS;GANTI BEARING IMPRESSION ROLL;YA;35
28/06/2025;GEAR BOX FEEDER PROBLEM;BUDI;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;13
02/04/2025;PHOTOCELL SENSOR ERROR;"AGUS
INDARYONO
MAULANA";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;25
15/11/2024;GEAR BOX FEEDER PROBLEM;MAULANA;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;25
23/09/2024;IMPRESSION FEED ROLL F4 ABNORMAL;"BENJHONSON
DEDI";PERBAIKAN WIRING FEEDER;TIDAK;17
28/11/2024;GEAR BOX FEEDER PROBLEM;"INDARYONO
ACA
DEDI";PERBAIKAN WIRING FEEDER;TIDAK;11
31/10/2024;IMPRESSION FEED ROLL F4 ABNORMAL;"SAMSUL
DEDI";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;12
26/04/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;MAULANA;CLEANING & ADJUSTMENT PREFEEDER;YA;10
05/12/2024;IMPRESSION FEED ROLL F4 ABNORMAL;"AGUS
INDARYONO";CLEANING & ADJUSTMENT PREFEEDER;YA;10
21/12/2024;GEAR BOX FEEDER PROBLEM;RIZKI;PERBAIKAN PNEUMATIC FRAME LOCK;YA;19
05/02/2025;PHOTOCELL SENSOR ERROR;"AGUS
BENJHONSON
PEPEN";GANTI BEARING IMPRESSION ROLL;YA;11
14/03/2025;GEAR BOX FEEDER PROBLEM;PEPEN;GANTI BEARING IMPRESSION ROLL;YA;35
17/06/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"BENJHONSON
FIKRI";GANTI BEARING IMPRESSION ROLL;YA;66
30/11/2024;IMPRESSION FEED ROLL F4 ABNORMAL;DEDI;ADJUSTMENT PRINTING PRESSURE;TIDAK;13
18/10/2024;PRINTING BOTAK;SAMSUL;GANTI BEARING IMPRESSION ROLL;TIDAK;24
26/07/2025;FEEDER ELEKTRIK;"AGUS
FIKRI";CLEANING & ADJUSTMENT PREFEEDER;YA;30
27/06/2025;PRINTING BOTAK;BUDI;PERBAIKAN WIRING FEEDER;YA;29
26/08/2025;PRINTING BOTAK;AGUS;GANTI OIL GEAR BOX;TIDAK;21
16/12/2024;IMPRESSION FEED ROLL F4 ABNORMAL;"BUDI
FIKRI
ACA";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;36
17/12/2024;IMPRESSION FEED ROLL F4 ABNORMAL;RIZKI;GANTI BEARING IMPRESSION ROLL;YA;29
30/10/2024;FEEDER ELEKTRIK;"AGUS
PEPEN
RIZKI";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;7
28/06/2025;IMPRESSION FEED ROLL F4 ABNORMAL;SAMSUL;ADJUSTMENT PRINTING PRESSURE;TIDAK;40
18/09/2024;IMPRESSION FEED ROLL F4 ABNORMAL;"MAULANA
AGUS
ALIF";PERBAIKAN PNEUMATIC FRAME LOCK;YA;41
04/04/2025;PRINTING BOTAK;ALIF;GANTI OIL GEAR BOX;YA;11
05/12/2024;IMPRESSION FEED ROLL F4 ABNORMAL;PEPEN;ADJUSTMENT PRINTING PRESSURE;TIDAK;21
05/12/2024;PHOTOCELL SENSOR ERROR;RIZKI;PERBAIKAN WIRING FEEDER;TIDAK;35
01/07/2025;FEEDER ELEKTRIK;"JOKO
DEDI
FIKRI";ADJUSTMENT PRINTING PRESSURE;YA;17
08/01/2025;GEAR BOX FEEDER PROBLEM;SAMSUL;GANTI BEARING IMPRESSION ROLL;TIDAK;47
14/08/2025;PRINTING BOTAK;INDARYONO;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;133
26/10/2024;PRINTING BOTAK;"FIKRI
ACA";PERBAIKAN WIRING FEEDER;TIDAK;11
01/07/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;BUDI;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;7
03/07/2025;GEAR BOX FEEDER PROBLEM;"BENJHONSON
SAMSUL";CLEANING & ADJUSTMENT PREFEEDER;YA;26
06/08/2025;IMPRESSION FEED ROLL F4 ABNORMAL;MAULANA;GANTI BEARING IMPRESSION ROLL;YA;36
25/02/2025;PRINTING BOTAK;"PEPEN
RIZKI";PERBAIKAN PNEUMATIC FRAME LOCK;YA;17
12/12/2024;PREFEEDER FLEXO 4 ABNORMAL;ACA;PERBAIKAN PNEUMATIC FRAME LOCK;YA;64
30/12/2024;PHOTOCELL SENSOR ERROR;JOKO;PERBAIKAN PNEUMATIC FRAME LOCK;YA;7
18/11/2024;GEAR BOX FEEDER PROBLEM;"FIKRI
ALIF";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;35
21/11/2024;IMPRESSION FEED ROLL F4 ABNORMAL;RIZKI;PERBAIKAN WIRING FEEDER;TIDAK;12
24/08/2025;PREFEEDER FLEXO 4 ABNORMAL;"AGUS
JOKO";ADJUSTMENT PRINTING PRESSURE;YA;79
26/09/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"PEPEN
ALIF";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;98
15/02/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"DEDI
JOKO
SAMSUL";ADJUSTMENT PRINTING PRESSURE;TIDAK;11
07/10/2024;IMPRESSION FEED ROLL F4 ABNORMAL;"AGUS
DEDI";PERBAIKAN WIRING FEEDER;YA;13
23/12/2024;FEEDER ELEKTRIK;FIKRI;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;40
05/03/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"INDARYONO
SAMSUL";PERBAIKAN WIRING FEEDER;TIDAK;15
10/10/2024;GEAR BOX FEEDER PROBLEM;PEPEN;ADJUSTMENT PRINTING PRESSURE;YA;19
23/09/2024;PREFEEDER FLEXO 4 ABNORMAL;JOKO;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;20
16/03/2025;GEAR BOX FEEDER PROBLEM;JOKO;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;5
07/02/2025;PRINTING BOTAK;"RIZKI
INDARYONO
ACA";ADJUSTMENT PRINTING PRESSURE;YA;20
23/11/2024;PRINTING BOTAK;"BUDI
MAULANA
RIZKI";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;12
18/08/2025;GEAR BOX FEEDER PROBLEM;AGUS;ADJUSTMENT PRINTING PRESSURE;YA;13
22/11/2024;IMPRESSION FEED ROLL F4 ABNORMAL;SAMSUL;PERBAIKAN WIRING FEEDER;TIDAK;63
18/08/2025;PRINTING BOTAK;RIZKI;GANTI OIL GEAR BOX;TIDAK;7
05/04/2025;PHOTOCELL SENSOR ERROR;ACA;ADJUSTMENT PRINTING PRESSURE;TIDAK;38
15/09/2025;GEAR BOX FEEDER PROBLEM;SAMSUL;ADJUSTMENT PRINTING PRESSURE;TIDAK;16
10/03/2025;PHOTOCELL SENSOR ERROR;"DEDI
ALIF";PERBAIKAN WIRING FEEDER;TIDAK;16
28/10/2024;PHOTOCELL SENSOR ERROR;JOKO;PERBAIKAN WIRING FEEDER;TIDAK;38
12/08/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;INDARYONO;GANTI BEARING IMPRESSION ROLL;TIDAK;26
11/01/2025;PREFEEDER FLEXO 4 ABNORMAL;"SAMSUL
DEDI";ADJUSTMENT PRINTING PRESSURE;TIDAK;32
25/09/2024;PRINTING BOTAK;INDARYONO;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;43
24/04/2025;IMPRESSION FEED ROLL F4 ABNORMAL;SAMSUL;GANTI OIL GEAR BOX;TIDAK;15
08/01/2025;PRINTING BOTAK;AGUS;GANTI BEARING IMPRESSION ROLL;YA;12
05/06/2025;IMPRESSION FEED ROLL F4 ABNORMAL;ACA;GANTI BEARING IMPRESSION ROLL;TIDAK;8
09/09/2024;PRINTING BOTAK;ACA;GANTI OIL GEAR BOX;YA;10
03/07/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;DEDI;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;212
14/09/2025;PRINTING BOTAK;PEPEN;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;54
19/10/2024;PREFEEDER FLEXO 4 ABNORMAL;"PEPEN
AGUS
RIZKI";ADJUSTMENT PRINTING PRESSURE;TIDAK;7
24/02/2025;PRINTING BOTAK;"SAMSUL
BENJHONSON
BUDI";PERBAIKAN WIRING FEEDER;TIDAK;7
21/09/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ALIF;PERBAIKAN PNEUMATIC FRAME LOCK;YA;29
09/07/2025;GEAR BOX FEEDER PROBLEM;"FIKRI
MAULANA
JOKO";PERBAIKAN WIRING FEEDER;YA;31
20/02/2025;GEAR BOX FEEDER PROBLEM;"ACA
JOKO
DEDI";PERBAIKAN PNEUMATIC FRAME LOCK;YA;31
18/09/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"AGUS
DEDI
MAULANA";ADJUSTMENT PRINTING PRESSURE;YA;16
08/12/2024;FEEDER ELEKTRIK;ACA;PERBAIKAN WIRING FEEDER;TIDAK;18
04/06/2025;PHOTOCELL SENSOR ERROR;DEDI;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;26
21/06/2025;PRINTING BOTAK;FIKRI;ADJUSTMENT PRINTING PRESSURE;TIDAK;21
18/09/2025;GEAR BOX FEEDER PROBLEM;ACA;PERBAIKAN WIRING FEEDER;YA;5
07/07/2025;PRINTING BOTAK;AGUS;GANTI BEARING IMPRESSION ROLL;TIDAK;17
03/09/2024;PRINTING BOTAK;INDARYONO;ADJUSTMENT PRINTING PRESSURE;YA;10
19/01/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"SAMSUL
AGUS";GANTI BEARING IMPRESSION ROLL;YA;23
23/12/2024;PREFEEDER FLEXO 4 ABNORMAL;DEDI;GANTI BEARING IMPRESSION ROLL;YA;218
03/10/2024;FEEDER ELEKTRIK;DEDI;GANTI OIL GEAR BOX;TIDAK;27
24/04/2025;FEEDER ELEKTRIK;"AGUS
SAMSUL";GANTI BEARING IMPRESSION ROLL;TIDAK;16
19/03/2025;PRINTING BOTAK;"INDARYONO
ALIF";GANTI BEARING IMPRESSION ROLL;TIDAK;42
25/02/2025;PHOTOCELL SENSOR ERROR;"PEPEN
RIZKI";GANTI OIL GEAR BOX;TIDAK;29
17/12/2024;FEEDER ELEKTRIK;"PEPEN
AGUS
JOKO";GANTI BEARING IMPRESSION ROLL;TIDAK;28
17/09/2024;GEAR BOX FEEDER PROBLEM;"MAULANA
AGUS";ADJUSTMENT PRINTING PRESSURE;TIDAK;32
24/02/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;DEDI;PERBAIKAN WIRING FEEDER;TIDAK;104
03/02/2025;IMPRESSION FEED ROLL F4 ABNORMAL;RIZKI;GANTI OIL GEAR BOX;TIDAK;8
16/09/2024;PREFEEDER FLEXO 4 ABNORMAL;"SAMSUL
PEPEN";PERBAIKAN WIRING FEEDER;TIDAK;29
17/06/2025;PRINTING BOTAK;"FIKRI
INDARYONO";GANTI BEARING IMPRESSION ROLL;TIDAK;10
16/09/2025;PRINTING BOTAK;JOKO;PERBAIKAN WIRING FEEDER;YA;31
13/03/2025;FEEDER ELEKTRIK;MAULANA;ADJUSTMENT PRINTING PRESSURE;YA;10
18/12/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ACA
PEPEN";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;14
09/06/2025;PRINTING BOTAK;FIKRI;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;16
04/07/2025;IMPRESSION FEED ROLL F4 ABNORMAL;FIKRI;GANTI BEARING IMPRESSION ROLL;YA;44
07/08/2025;GEAR BOX FEEDER PROBLEM;"FIKRI
AGUS
ALIF";PERBAIKAN WIRING FEEDER;TIDAK;42
31/05/2025;PRINTING BOTAK;JOKO;ADJUSTMENT PRINTING PRESSURE;TIDAK;7
25/01/2025;PHOTOCELL SENSOR ERROR;"PEPEN
FIKRI";ADJUSTMENT PRINTING PRESSURE;TIDAK;21
02/09/2024;FEEDER ELEKTRIK;FIKRI;ADJUSTMENT PRINTING PRESSURE;YA;11
16/08/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"SAMSUL
AGUS";ADJUSTMENT PRINTING PRESSURE;TIDAK;7
30/03/2025;PREFEEDER FLEXO 4 ABNORMAL;"INDARYONO
SAMSUL
BENJHONSON";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;17
15/07/2025;FEEDER ELEKTRIK;SAMSUL;PERBAIKAN WIRING FEEDER;TIDAK;16
12/09/2024;IMPRESSION FEED ROLL F4 ABNORMAL;"BENJHONSON
PEPEN";PERBAIKAN WIRING FEEDER;TIDAK;139
17/08/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;INDARYONO;GANTI OIL GEAR BOX;TIDAK;28
01/08/2025;PRINTING BOTAK;"BUDI
BENJHONSON";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;7
08/03/2025;GEAR BOX FEEDER PROBLEM;PEPEN;ADJUSTMENT PRINTING PRESSURE;YA;13
13/02/2025;PREFEEDER FLEXO 4 ABNORMAL;MAULANA;PERBAIKAN PNEUMATIC FRAME LOCK;YA;45
23/06/2025;PRINTING BOTAK;"BENJHONSON
AGUS";PERBAIKAN WIRING FEEDER;TIDAK;106
02/01/2025;PHOTOCELL SENSOR ERROR;RIZKI;PERBAIKAN WIRING FEEDER;YA;6
07/07/2025;PHOTOCELL SENSOR ERROR;PEPEN;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;5
05/09/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;DEDI;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;89
25/05/2025;PRINTING BOTAK;"MAULANA
JOKO";GANTI BEARING IMPRESSION ROLL;TIDAK;27
01/11/2024;GEAR BOX FEEDER PROBLEM;"AGUS
BUDI";GANTI OIL GEAR BOX;YA;10
13/04/2025;PRINTING BOTAK;"INDARYONO
ACA
JOKO";GANTI OIL GEAR BOX;YA;31
06/03/2025;PRINTING BOTAK;"BUDI
AGUS
DEDI";ADJUSTMENT PRINTING PRESSURE;TIDAK;5
03/11/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ACA;PERBAIKAN WIRING FEEDER;YA;20
05/09/2025;PREFEEDER FLEXO 4 ABNORMAL;JOKO;GANTI OIL GEAR BOX;TIDAK;26
12/11/2024;PREFEEDER FLEXO 4 ABNORMAL;"BENJHONSON
ACA";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;42
26/07/2025;GEAR BOX FEEDER PROBLEM;RIZKI;GANTI OIL GEAR BOX;TIDAK;9
21/09/2025;PREFEEDER FLEXO 4 ABNORMAL;ALIF;GANTI BEARING IMPRESSION ROLL;TIDAK;21
17/02/2025;PHOTOCELL SENSOR ERROR;"DEDI
ACA";PERBAIKAN WIRING FEEDER;TIDAK;10
02/07/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PEPEN;PERBAIKAN WIRING FEEDER;TIDAK;25
14/09/2024;PREFEEDER FLEXO 4 ABNORMAL;SAMSUL;GANTI BEARING IMPRESSION ROLL;TIDAK;10
05/02/2025;GEAR BOX FEEDER PROBLEM;SAMSUL;GANTI OIL GEAR BOX;TIDAK;14
02/05/2025;GEAR BOX FEEDER PROBLEM;"AGUS
ACA";CLEANING & ADJUSTMENT PREFEEDER;YA;9
15/11/2024;FEEDER ELEKTRIK;JOKO;GANTI BEARING IMPRESSION ROLL;YA;34
15/09/2024;PHOTOCELL SENSOR ERROR;SAMSUL;GANTI BEARING IMPRESSION ROLL;YA;40
27/06/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ALIF;GANTI OIL GEAR BOX;TIDAK;17
17/09/2025;PHOTOCELL SENSOR ERROR;"JOKO
RIZKI";PERBAIKAN WIRING FEEDER;YA;21
24/02/2025;GEAR BOX FEEDER PROBLEM;SAMSUL;PERBAIKAN WIRING FEEDER;TIDAK;6
26/05/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"RIZKI
AGUS";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;16
05/05/2025;PREFEEDER FLEXO 4 ABNORMAL;"JOKO
INDARYONO";GANTI OIL GEAR BOX;YA;19
23/02/2025;PREFEEDER FLEXO 4 ABNORMAL;BENJHONSON;CLEANING & ADJUSTMENT PREFEEDER;YA;163
21/01/2025;FEEDER ELEKTRIK;"FIKRI
MAULANA
AGUS";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;8
14/05/2025;PRINTING BOTAK;"AGUS
INDARYONO";GANTI OIL GEAR BOX;TIDAK;65
26/12/2024;GEAR BOX FEEDER PROBLEM;ALIF;GANTI OIL GEAR BOX;YA;44
24/03/2025;GEAR BOX FEEDER PROBLEM;ALIF;PERBAIKAN WIRING FEEDER;YA;25
17/01/2025;FEEDER ELEKTRIK;"DEDI
BUDI";PERBAIKAN PNEUMATIC FRAME LOCK;YA;82
17/04/2025;FEEDER ELEKTRIK;"BENJHONSON
FIKRI";GANTI BEARING IMPRESSION ROLL;YA;27
20/08/2025;GEAR BOX FEEDER PROBLEM;BENJHONSON;GANTI OIL GEAR BOX;TIDAK;27
30/11/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ACA
BUDI";GANTI BEARING IMPRESSION ROLL;YA;19
16/09/2025;PREFEEDER FLEXO 4 ABNORMAL;"MAULANA
PEPEN
BUDI";GANTI BEARING IMPRESSION ROLL;YA;53
16/12/2024;PREFEEDER FLEXO 4 ABNORMAL;SAMSUL;PERBAIKAN WIRING FEEDER;TIDAK;48
26/04/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"FIKRI
INDARYONO";GANTI BEARING IMPRESSION ROLL;YA;12
10/12/2024;PRINTING BOTAK;RIZKI;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;7
11/12/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"SAMSUL
BENJHONSON";PERBAIKAN WIRING FEEDER;TIDAK;17
01/02/2025;FEEDER ELEKTRIK;SAMSUL;ADJUSTMENT PRINTING PRESSURE;YA;11
04/09/2025;PRINTING BOTAK;"BENJHONSON
SAMSUL
AGUS";PERBAIKAN WIRING FEEDER;TIDAK;19
01/09/2024;IMPRESSION FEED ROLL F4 ABNORMAL;"SAMSUL
ACA";ADJUSTMENT PRINTING PRESSURE;YA;54
16/02/2025;FEEDER ELEKTRIK;"BUDI
ACA";GANTI OIL GEAR BOX;TIDAK;14
14/01/2025;PHOTOCELL SENSOR ERROR;"BENJHONSON
ALIF";GANTI BEARING IMPRESSION ROLL;TIDAK;19
16/05/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"RIZKI
MAULANA
PEPEN";ADJUSTMENT PRINTING PRESSURE;YA;21
11/02/2025;FEEDER ELEKTRIK;"RIZKI
PEPEN";CLEANING & ADJUSTMENT PREFEEDER;YA;39
25/09/2025;PRINTING BOTAK;"ACA
MAULANA
RIZKI";GANTI BEARING IMPRESSION ROLL;TIDAK;5
03/12/2024;PREFEEDER FLEXO 4 ABNORMAL;FIKRI;CLEANING & ADJUSTMENT PREFEEDER;YA;12
05/02/2025;FEEDER ELEKTRIK;ALIF;PERBAIKAN WIRING FEEDER;TIDAK;24
23/10/2024;GEAR BOX FEEDER PROBLEM;SAMSUL;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;52
11/08/2025;PREFEEDER FLEXO 4 ABNORMAL;PEPEN;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;13
27/11/2024;PHOTOCELL SENSOR ERROR;SAMSUL;GANTI OIL GEAR BOX;YA;5
14/02/2025;FEEDER ELEKTRIK;"AGUS
SAMSUL";ADJUSTMENT PRINTING PRESSURE;TIDAK;33
27/12/2024;IMPRESSION FEED ROLL F4 ABNORMAL;"ACA
ALIF";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;12
18/02/2025;GEAR BOX FEEDER PROBLEM;DEDI;GANTI BEARING IMPRESSION ROLL;TIDAK;8
05/02/2025;PRINTING BOTAK;"JOKO
FIKRI";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;12
29/09/2024;PRINTING BOTAK;AGUS;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;17
28/09/2025;IMPRESSION FEED ROLL F4 ABNORMAL;DEDI;CLEANING & ADJUSTMENT PREFEEDER;YA;12
05/08/2025;GEAR BOX FEEDER PROBLEM;ACA;GANTI BEARING IMPRESSION ROLL;YA;5
12/02/2025;PRINTING BOTAK;"ALIF
BUDI";PERBAIKAN WIRING FEEDER;YA;41
20/12/2024;FEEDER ELEKTRIK;"RIZKI
ACA";PERBAIKAN PNEUMATIC FRAME LOCK;YA;55
03/01/2025;PREFEEDER FLEXO 4 ABNORMAL;DEDI;ADJUSTMENT PRINTING PRESSURE;TIDAK;34
29/04/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"JOKO
DEDI
RIZKI";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;8
08/07/2025;FEEDER ELEKTRIK;"INDARYONO
MAULANA";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;17
20/01/2025;FEEDER ELEKTRIK;RIZKI;GANTI BEARING IMPRESSION ROLL;YA;20
30/04/2025;PREFEEDER FLEXO 4 ABNORMAL;"MAULANA
ALIF
JOKO";CLEANING & ADJUSTMENT PREFEEDER;YA;32
29/06/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"BENJHONSON
BUDI";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;34
04/01/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"BUDI
AGUS";GANTI BEARING IMPRESSION ROLL;TIDAK;11
30/05/2025;PHOTOCELL SENSOR ERROR;DEDI;PERBAIKAN PNEUMATIC FRAME LOCK;YA;21
30/09/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"DEDI
FIKRI
ALIF";GANTI BEARING IMPRESSION ROLL;TIDAK;29
18/09/2025;PREFEEDER FLEXO 4 ABNORMAL;ALIF;ADJUSTMENT PRINTING PRESSURE;YA;64
24/04/2025;IMPRESSION FEED ROLL F4 ABNORMAL;BENJHONSON;GANTI OIL GEAR BOX;TIDAK;35
09/01/2025;FEEDER ELEKTRIK;"INDARYONO
PEPEN
MAULANA";GANTI OIL GEAR BOX;TIDAK;38
07/04/2025;PRINTING BOTAK;"FIKRI
INDARYONO";PERBAIKAN WIRING FEEDER;YA;21
21/05/2025;IMPRESSION FEED ROLL F4 ABNORMAL;SAMSUL;ADJUSTMENT PRINTING PRESSURE;YA;62
17/05/2025;PHOTOCELL SENSOR ERROR;FIKRI;PERBAIKAN WIRING FEEDER;TIDAK;28
23/01/2025;FEEDER ELEKTRIK;AGUS;PERBAIKAN PNEUMATIC FRAME LOCK;YA;10
